id,POA_CODE_2016,postcode,region,SSC_CODE_2016,SSC_NAME_2016,state,Dwellings,Population,AREA_SQKM,MB_COUNT,suburb,Town Postcode combo,POA crosses state border,long,lat,regionName,brandName,serviceName
location:2850:aarons-pass,2850,2850,upperhunter,10001,Aarons Pass,New South Wales,24,18,82.7639,5,Aarons Pass,Aarons Pass 2850,,149.8028842,-32.87909794,Upper Hunter,ABC Upper Hunter,local_upperhunter
location:6280:abba-river,6280,6280,southwestwa,50001,Abba River,Western Australia,20,68,28.5156,1,Abba River,Abba River 6280,,115.4884149,-33.68346003,South West WA ,ABC South West WA ,local_southwestwa
location:6280:abbey,6280,6280,southwestwa,50002,Abbey,Western Australia,600,1266,2.6436,20,Abbey,Abbey 6280,,115.2563556,-33.66364012,South West WA ,ABC South West WA ,local_southwestwa
location:3737:abbeyard,3737,3737,goulburnmurray,20001,Abbeyard,Victoria,6,0,300.6619,1,Abbeyard,Abbeyard 3737,,146.7691054,-37.01943187,Goulburn-Murray ,ABC Goulburn-Murray ,local_goulburnmurray
location:3740:abbeyard,3740,3740,goulburnmurray,20001,Abbeyard,Victoria,0,0,26.8389,1,Abbeyard,Abbeyard 3740,,146.7691054,-37.01943187,Goulburn-Murray ,ABC Goulburn-Murray ,local_goulburnmurray
location:4613:abbeywood,4613,4613,widebay,30001,Abbeywood,Queensland,12,23,35.0348,1,Abbeywood,Abbeywood 4613,,151.6412585,-26.10503695,Wide Bay,ABC Wide Bay,local_widebay
location:2176:abbotsbury,2176,2176,sydney,10002,Abbotsbury,New South Wales,1245,4252,4.9788,40,Abbotsbury,Abbotsbury 2176,,150.861201,-33.87009024,Sydney,ABC Radio Sydney,local_sydney
location:2046:abbotsford,2046,2046,sydney,10003,Abbotsford (NSW),New South Wales,2526,5392,1.018,73,Abbotsford,Abbotsford 2046,,151.1292438,-33.85061133,Sydney,ABC Radio Sydney,local_sydney
location:3067:abbotsford,3067,3067,melbourne,20002,Abbotsford (Vic.),Victoria,4380,8173,1.7405,110,Abbotsford,Abbotsford 3067,,144.9997556,-37.80458883,Melbourne,ABC Radio Melbourne,local_melbourne
location:4670:abbotsford,4670,4670,widebay,30002,Abbotsford (Qld),Queensland,4,3,85.7638,4,Abbotsford,Abbotsford 4670,,152.0105625,-24.83104935,Wide Bay,ABC Wide Bay,local_widebay
location:7315:abbotsham,7315,7315,northtas,60001,Abbotsham,Tasmania,40,92,8.1551,2,Abbotsham,Abbotsham 7315,,146.1821588,-41.21411879,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:7112:abels-bay,7112,7112,hobart,60002,Abels Bay,Tasmania,80,120,5.2105,3,Abels Bay,Abels Bay 7112,,147.1073466,-43.22951837,Hobart,ABC Radio Hobart,local_hobart
location:4627:abercorn,4627,4627,widebay,30003,Abercorn,Queensland,25,46,94.2732,2,Abercorn,Abercorn 4627,,151.1476934,-25.13678757,Wide Bay,ABC Wide Bay,local_widebay
location:2795:abercrombie,2795,2795,centralwest,10004,Abercrombie,New South Wales,379,1103,2.9775,11,Abercrombie,Abercrombie 2795,,149.5564295,-33.38997451,Central West,ABC Central West,local_centralwest
location:2795:abercrombie-river,2795,2795,centralwest,10005,Abercrombie River,New South Wales,21,22,127.1701,1,Abercrombie River,Abercrombie River 2795,,149.347666,-33.91034389,Central West,ABC Central West,local_centralwest
location:2325:aberdare,2325,2325,newcastle,10006,Aberdare,New South Wales,1041,2489,3.2961,28,Aberdare,Aberdare 2325,,151.3816819,-32.84112405,Newcastle,ABC Newcastle,local_newcastle
location:2336:aberdeen,2336,2336,upperhunter,10007,Aberdeen (NSW),New South Wales,957,2098,41.6327,38,Aberdeen,Aberdeen 2336,,150.8916112,-32.17382644,Upper Hunter,ABC Upper Hunter,local_upperhunter
location:7310:aberdeen,7310,7310,northtas,60003,Aberdeen (Tas.),Tasmania,95,236,4.2294,2,Aberdeen,Aberdeen 7310,,146.3240071,-41.24334596,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:3040:aberfeldie,3040,3040,melbourne,20003,Aberfeldie,Victoria,1465,3888,1.5515,48,Aberfeldie,Aberfeldie 3040,,144.8973984,-37.75959076,Melbourne,ABC Radio Melbourne,local_melbourne
location:3825:aberfeldy,3825,3825,gippsland,20004,Aberfeldy,Victoria,10,0,10.8319,1,Aberfeldy,Aberfeldy 3825,,146.3784291,-37.69980183,Gippsland,ABC Gippsland,local_gippsland
location:2350:aberfoyle,2350,2350,newengland,10008,Aberfoyle,New South Wales,48,107,340.4792,2,Aberfoyle,Aberfoyle 2350,,151.9786101,-30.23631846,New England North West ,ABC New England North West ,local_newengland
location:5159:aberfoyle-park,5159,5159,adelaide,40001,Aberfoyle Park,South Australia,4307,11062,5.8441,176,Aberfoyle Park,Aberfoyle Park 5159,,138.6011249,-35.07055619,Adelaide,ABC Radio Adelaide,local_adelaide
location:2320:aberglasslyn,2320,2320,newcastle,10009,Aberglasslyn,New South Wales,1897,5410,6.2155,50,Aberglasslyn,Aberglasslyn 2320,,151.5339319,-32.69487334,Newcastle,ABC Newcastle,local_newcastle
location:4850:abergowrie,4850,4850,northqld,30004,Abergowrie,Queensland,134,431,306.2652,6,Abergowrie,Abergowrie 4850,,145.9312225,-18.43819217,North Queensland ,ABC North Queensland ,local_northqld
location:2326:abermain,2326,2326,newcastle,10010,Abermain,New South Wales,921,2337,15.3822,37,Abermain,Abermain 2326,,151.4372101,-32.8197067,Newcastle,ABC Newcastle,local_newcastle
location:2325:abernethy,2325,2325,newcastle,10011,Abernethy,New South Wales,111,351,8.4025,6,Abernethy,Abernethy 2325,,151.4021948,-32.88753233,Newcastle,ABC Newcastle,local_newcastle
location:4892:abingdon-downs,4892,4892,farnorth,30005,Abingdon Downs,Queensland,0,0,5052.0282,5,Abingdon Downs,Abingdon Downs 4892,,143.4395624,-17.79979644,Far North Queensland ,ABC Far North Queensland ,local_farnorth
location:2350:abington,2350,2350,newengland,10012,Abington (NSW),New South Wales,10,12,174.3142,1,Abington,Abington 2350,,151.2363707,-30.3180731,New England North West ,ABC New England North West ,local_newengland
location:4660:abington,4660,4660,widebay,30006,Abington (Qld),Queensland,23,60,19.5648,1,Abington,Abington 4660,,152.3525505,-25.21040149,Wide Bay,ABC Wide Bay,local_widebay
location:2476:acacia-creek,2476,2476,northcoast,10013,Acacia Creek,New South Wales,17,42,6.2123,1,Acacia Creek,Acacia Creek 2476,,152.3190612,-28.37627306,North Coast ,ABC North Coast ,local_northcoast
location:2763:acacia-gardens,2763,2763,sydney,10014,Acacia Gardens,New South Wales,1155,3796,1.0013,36,Acacia Gardens,Acacia Gardens 2763,,150.9137124,-33.73355501,Sydney,ABC Radio Sydney,local_sydney
location:7306:acacia-hills,7306,7306,northtas,60004,Acacia Hills (Tas.),Tasmania,249,624,19.2573,10,Acacia Hills,Acacia Hills 7306,,146.3359757,-41.28468934,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:822:acacia-hills,822,822,darwin,70001,Acacia Hills (NT),Northern Territory,271,702,127.3088,6,Acacia Hills,Acacia Hills 822,,131.1459372,-12.74773689,Darwin,ABC Radio Darwin,local_darwin
location:4110:acacia-ridge,4110,4110,brisbane,30007,Acacia Ridge,Queensland,2880,7421,8.6641,109,Acacia Ridge,Acacia Ridge 4110,,153.0239867,-27.58541975,Brisbane,ABC Radio Brisbane,local_brisbane
location:3658:flowerdale,3658,3658,melbourne,20926,Flowerdale (Vic.),Victoria,224,426,47.5217,13,Flowerdale,Flowerdale 3658,,145.3024704,-37.33183693,Melbourne,ABC Melbourne,local_melbourne
location:4401:acland,4401,4401,southqld,30008,Acland,Queensland,31,23,38.1793,5,Acland,Acland 4401,,151.6847936,-27.31354477,Southern Queensland,ABC Southern Queensland,local_southqld
location:2601:act-remainder---belconnen,2601,2601,canberra,80001,ACT Remainder - Belconnen,Australian Capital Territory,0,0,5.9377,3,ACT Remainder - Belconnen,ACT Remainder - Belconnen 2601,,149.0219408,-35.24893141,Canberra,ABC Radio Canberra,local_canberra
location:2617:act-remainder---belconnen,2617,2617,canberra,80001,ACT Remainder - Belconnen,Australian Capital Territory,6,41,46.1996,11,ACT Remainder - Belconnen,ACT Remainder - Belconnen 2617,,149.0219408,-35.24893141,Canberra,ABC Radio Canberra,local_canberra
location:2620:act-remainder---booth,2620,2620,canberra,80002,ACT Remainder - Booth,Australian Capital Territory,17,31,116.0772,1,ACT Remainder - Booth,ACT Remainder - Booth 2620,,149.0494642,-35.61606558,Canberra,ABC Radio Canberra,local_canberra
location:2611:act-remainder---coree,2611,2611,canberra,80003,ACT Remainder - Coree,Australian Capital Territory,3,7,79.897,2,ACT Remainder - Coree,ACT Remainder - Coree 2611,,148.9085618,-35.28652482,Canberra,ABC Radio Canberra,local_canberra
location:2611:act-remainder---cotter-river,2611,2611,canberra,80004,ACT Remainder - Cotter River,Australian Capital Territory,0,0,290.1032,6,ACT Remainder - Cotter River,ACT Remainder - Cotter River 2611,,148.8300479,-35.48438913,Canberra,ABC Radio Canberra,local_canberra
location:2912:act-remainder---gungahlin,2912,2912,canberra,80005,ACT Remainder - Gungahlin,Australian Capital Territory,3,8,45.1608,9,ACT Remainder - Gungahlin,ACT Remainder - Gungahlin 2912,,149.1232924,-35.21070288,Canberra,ABC Radio Canberra,local_canberra
location:2618:act-remainder---hall,2618,2618,canberra,80006,ACT Remainder - Hall,Australian Capital Territory,0,0,1.0579,1,ACT Remainder - Hall,ACT Remainder - Hall 2618,,149.0558617,-35.16750121,Canberra,ABC Radio Canberra,local_canberra
location:2600:act-remainder---jerrabomberra,2600,2600,canberra,80007,ACT Remainder - Jerrabomberra,Australian Capital Territory,6,33,6.1427,3,ACT Remainder - Jerrabomberra,ACT Remainder - Jerrabomberra 2600,,149.158663,-35.3659666,Canberra,ABC Radio Canberra,local_canberra
location:2620:act-remainder---jerrabomberra,2620,2620,canberra,80007,ACT Remainder - Jerrabomberra,Australian Capital Territory,0,6,14.2754,2,ACT Remainder - Jerrabomberra,ACT Remainder - Jerrabomberra 2620,,149.158663,-35.3659666,Canberra,ABC Radio Canberra,local_canberra
location:2620:act-remainder---kowen,2620,2620,canberra,80008,ACT Remainder - Kowen,Australian Capital Territory,13,38,77.047,1,ACT Remainder - Kowen,ACT Remainder - Kowen 2620,,149.3136129,-35.31085267,Canberra,ABC Radio Canberra,local_canberra
location:2609:act-remainder---majura,2609,2609,canberra,80009,ACT Remainder - Majura,Australian Capital Territory,28,60,82.354,9,ACT Remainder - Majura,ACT Remainder - Majura 2609,,149.2123104,-35.26933164,Canberra,ABC Radio Canberra,local_canberra
location:2601:act-remainder---molonglo-valley,2601,2601,canberra,80010,ACT Remainder - Molonglo Valley,Australian Capital Territory,0,0,0.789,2,ACT Remainder - Molonglo Valley,ACT Remainder - Molonglo Valley 2601,,149.0563461,-35.28935182,Canberra,ABC Radio Canberra,local_canberra
location:2617:act-remainder---molonglo-valley,2617,2617,canberra,80010,ACT Remainder - Molonglo Valley,Australian Capital Territory,3,11,16.628,5,ACT Remainder - Molonglo Valley,ACT Remainder - Molonglo Valley 2617,,149.0563461,-35.28935182,Canberra,ABC Radio Canberra,local_canberra
location:2611:act-remainder---paddys-river,2611,2611,canberra,80011,ACT Remainder - Paddys River,Australian Capital Territory,0,3,46.7404,1,ACT Remainder - Paddys River,ACT Remainder - Paddys River 2611,,148.9529345,-35.42860581,Canberra,ABC Radio Canberra,local_canberra
location:2620:act-remainder---paddys-river,2620,2620,canberra,80011,ACT Remainder - Paddys River,Australian Capital Territory,32,65,256.1751,4,ACT Remainder - Paddys River,ACT Remainder - Paddys River 2620,,148.9529345,-35.42860581,Canberra,ABC Radio Canberra,local_canberra
location:2620:act-remainder---rendezvous-creek,2620,2620,canberra,80012,ACT Remainder - Rendezvous Creek,Australian Capital Territory,0,3,749.9722,1,ACT Remainder - Rendezvous Creek,ACT Remainder - Rendezvous Creek 2620,,148.9628988,-35.70835393,Canberra,ABC Radio Canberra,local_canberra
location:2611:act-remainder---stromlo,2611,2611,canberra,80013,ACT Remainder - Stromlo,Australian Capital Territory,18,57,75.6499,3,ACT Remainder - Stromlo,ACT Remainder - Stromlo 2611,,148.9903614,-35.31408941,Canberra,ABC Radio Canberra,local_canberra
location:2900:act-remainder---tuggeranong,2900,2900,canberra,80014,ACT Remainder - Tuggeranong,Australian Capital Territory,17,32,95.7972,9,ACT Remainder - Tuggeranong,ACT Remainder - Tuggeranong 2900,,149.1027401,-35.48154818,Canberra,ABC Radio Canberra,local_canberra
location:2611:act-remainder---weston-creek,2611,2611,canberra,80015,ACT Remainder - Weston Creek,Australian Capital Territory,4,3,1.5532,2,ACT Remainder - Weston Creek,ACT Remainder - Weston Creek 2611,,149.0716694,-35.31215192,Canberra,ABC Radio Canberra,local_canberra
location:2601:acton,2601,2601,canberra,80016,Acton (ACT),Australian Capital Territory,11,2089,5.9889,15,Acton,Acton 2601,,149.112126,-35.28731814,Canberra,ABC Radio Canberra,local_canberra
location:7320:acton,7320,7320,northtas,60005,Acton (Tas.),Tasmania,629,1355,0.9535,22,Acton,Acton 7320,,145.8917267,-41.0719687,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:6280:acton-park,6280,6280,southwestwa,50003,Acton Park (WA),Western Australia,41,102,24.8542,1,Acton Park,Acton Park 6280,,115.3749842,-33.76285603,South West WA ,ABC South West WA ,local_southwestwa
location:7021:acton-park,7021,7021,hobart,60006,Acton Park (Tas.),Tasmania,0,0,0.0683,1,Acton Park,Acton Park 7021,,147.4793939,-42.87002514,Hobart,ABC Radio Hobart,local_hobart
location:7170:acton-park,7170,7170,hobart,60006,Acton Park (Tas.),Tasmania,733,2067,19.1991,18,Acton Park,Acton Park 7170,,147.4793939,-42.87002514,Hobart,ABC Radio Hobart,local_hobart
location:3833:ada,3833,3833,gippsland,20006,Ada,Victoria,0,0,61.6697,1,Ada,Ada 3833,,145.8518668,-37.84222695,Gippsland,ABC Gippsland,local_gippsland
location:2629:adaminaby,2629,2629,southeastnsw,10015,Adaminaby,New South Wales,254,305,356.4961,10,Adaminaby,Adaminaby 2629,,148.7863135,-36.01196019,South East NSW ,ABC South East NSW ,local_southeastnsw
location:3984:adams-estate,3984,3984,gippsland,20007,Adams Estate,Victoria,37,59,0.2154,1,Adams Estate,Adams Estate 3984,,145.5318548,-38.42518958,Gippsland,ABC Gippsland,local_gippsland
location:2289:adamstown,2289,2289,newcastle,10016,Adamstown,New South Wales,2692,6048,3.0711,83,Adamstown,Adamstown 2289,,151.7254326,-32.93824419,Newcastle,ABC Newcastle,local_newcastle
location:2289:adamstown-heights,2289,2289,newcastle,10017,Adamstown Heights,New South Wales,2093,5291,2.394,64,Adamstown Heights,Adamstown Heights 2289,,151.7106102,-32.94894311,Newcastle,ABC Newcastle,local_newcastle
location:6375:adamsvale,6375,6375,greatsouthern,50004,Adamsvale,Western Australia,15,31,246.5202,1,Adamsvale,Adamsvale 6375,,117.7178269,-32.21733801,Great Southern,ABC Great Southern,local_greatsouthern
location:4343:adare,4343,4343,brisbane,30009,Adare,Queensland,298,871,39.0493,10,Adare,Adare 4343,,152.2953681,-27.51267395,Brisbane,ABC Radio Brisbane,local_brisbane
location:4474:adavale,4474,4474,westqld,30010,Adavale,Queensland,35,89,18448.6856,7,Adavale,Adavale 4474,,144.8009192,-25.92968538,Western Queensland ,ABC Western Queensland ,local_westqld
location:4475:adavale,4475,4475,westqld,30010,Adavale,Queensland,0,0,2906.0715,1,Adavale,Adavale 4475,,144.8009192,-25.92968538,Western Queensland ,ABC Western Queensland ,local_westqld
location:3352:addington,3352,3352,ballarat,20008,Addington,Victoria,36,71,18.5958,1,Addington,Addington 3352,,143.6677561,-37.39449953,Ballarat,ABC Ballarat,local_ballarat
location:5000:adelaide,5000,5000,adelaide,40002,Adelaide,South Australia,8066,15105,10.2519,408,Adelaide,Adelaide 5000,,138.6006566,-34.92855859,Adelaide,ABC Radio Adelaide,local_adelaide
location:5005:adelaide,5005,5005,adelaide,40002,Adelaide,South Australia,0,0,0.2305,1,Adelaide,Adelaide 5005,,138.6006566,-34.92855859,Adelaide,ABC Radio Adelaide,local_adelaide
location:5950:adelaide-airport,5950,5950,adelaide,40003,Adelaide Airport,South Australia,0,0,7.2952,1,Adelaide Airport,Adelaide Airport 5950,,138.5308028,-34.94612912,Adelaide,ABC Radio Adelaide,local_adelaide
location:3465:adelaide-lead,3465,3465,ballarat,20009,Adelaide Lead,Victoria,33,81,38.5026,7,Adelaide Lead,Adelaide Lead 3465,,143.6683948,-37.08154086,Ballarat,ABC Ballarat,local_ballarat
location:4703:adelaide-park,4703,4703,capricornia,30011,Adelaide Park,Queensland,162,424,24.1387,4,Adelaide Park,Adelaide Park 4703,,150.6956858,-23.09677325,Capricornia,ABC Capricornia,local_capricornia
location:846:adelaide-river,846,846,darwin,70002,Adelaide River,Northern Territory,198,352,146.7377,7,Adelaide River,Adelaide River 846,,131.1557873,-13.16786706,Darwin,ABC Radio Darwin,local_darwin
location:2729:adelong,2729,2729,riverina,10018,Adelong,New South Wales,456,928,20.2697,22,Adelong,Adelong 2729,,148.0697603,-35.30664529,Riverina,ABC Riverina,local_riverina
location:2727:adjungbilly,2727,2727,riverina,10019,Adjungbilly,New South Wales,44,92,438.1006,5,Adjungbilly,Adjungbilly 2727,,148.440353,-35.041501,Riverina,ABC Riverina,local_riverina
location:4211:advancetown,4211,4211,goldcoast,30012,Advancetown,Queensland,196,482,63.5528,7,Advancetown,Advancetown 4211,,153.2767711,-28.07225596,Gold Coast,ABC Gold Coast,local_goldcoast
location:7150:adventure-bay,7150,7150,hobart,60007,Adventure Bay,Tasmania,301,195,11.4267,14,Adventure Bay,Adventure Bay 7150,,147.3404199,-43.36717534,Hobart,ABC Radio Hobart,local_hobart
location:4870:aeroglen,4870,4870,farnorth,30013,Aeroglen,Queensland,167,404,9.8644,11,Aeroglen,Aeroglen 4870,,145.7566292,-16.87685979,Far North Queensland ,ABC Far North Queensland ,local_farnorth
location:2474:afterlee,2474,2474,northcoast,10020,Afterlee,New South Wales,24,50,34.7839,1,Afterlee,Afterlee 2474,,152.8237906,-28.57311191,North Coast ,ABC North Coast ,local_northcoast
location:5558:agery,5558,5558,northandwest,40004,Agery,South Australia,33,96,159.2876,1,Agery,Agery 5558,,137.7005378,-34.14259637,North and West SA ,ABC North and West SA ,local_northandwest
location:3962:agnes,3962,3962,gippsland,20010,Agnes,Victoria,28,57,15.7167,3,Agnes,Agnes 3962,,146.3880385,-38.68186124,Gippsland,ABC Gippsland,local_gippsland
location:2753:agnes-banks,2753,2753,sydney,10021,Agnes Banks,New South Wales,296,921,15.475,11,Agnes Banks,Agnes Banks 2753,,150.7024359,-33.62239695,Sydney,ABC Radio Sydney,local_sydney
location:4677:agnes-water,4677,4677,widebay,30014,Agnes Water,Queensland,1417,2205,40.2617,55,Agnes Water,Agnes Water 4677,,151.899759,-24.22753645,Wide Bay,ABC Wide Bay,local_widebay
location:2602:ainslie,2602,2602,canberra,80017,Ainslie,Australian Capital Territory,2290,5183,3.5405,85,Ainslie,Ainslie 2602,,149.1478474,-35.26225097,Canberra,ABC Radio Canberra,local_canberra
location:4807:airdmillan,4807,4807,northqld,30015,Airdmillan,Queensland,48,110,57.4285,3,Airdmillan,Airdmillan 4807,,147.4794708,-19.52672462,North Queensland ,ABC North Queensland ,local_northqld
location:2560:airds,2560,2560,sydney,10022,Airds,New South Wales,1079,2909,2.3808,38,Airds,Airds 2560,,150.8332253,-34.08599134,Sydney,ABC Radio Sydney,local_sydney
location:3237:aire-valley,3237,3237,southwestvic,20011,Aire Valley,Victoria,0,0,16.2383,2,Aire Valley,Aire Valley 3237,,143.5660815,-38.69249805,South West Victoria ,ABC South West Victoria ,local_southwestvic
location:3231:aireys-inlet,3231,3231,melbourne,20012,Aireys Inlet,Victoria,1029,814,19.6138,43,Aireys Inlet,Aireys Inlet 3231,,144.0971322,-38.43509017,Melbourne,ABC Radio Melbourne,local_melbourne
location:4802:airlie-beach,4802,4802,tropic,30016,Airlie Beach,Queensland,534,1209,3.0701,31,Airlie Beach,Airlie Beach 4802,,148.7170344,-20.27215538,Tropical North ,ABC Tropical North ,local_tropic
location:3851:airly,3851,3851,gippsland,20013,Airly,Victoria,51,146,25.1658,1,Airly,Airly 3851,,147.0974459,-38.03076451,Gippsland,ABC Gippsland,local_gippsland
location:3042:airport-west,3042,3042,melbourne,20014,Airport West,Victoria,3498,7540,3.6748,125,Airport West,Airport West 3042,,144.8814159,-37.72375211,Melbourne,ABC Radio Melbourne,local_melbourne
location:4807:airville,4807,4807,northqld,30017,Airville,Queensland,128,334,43.9094,4,Airville,Airville 4807,,147.3454972,-19.63087182,North Queensland ,ABC North Queensland ,local_northqld
location:4814:aitkenvale,4814,4814,northqld,30018,Aitkenvale,Queensland,2153,4794,3.3069,85,Aitkenvale,Aitkenvale 4814,,146.7696725,-19.29953944,North Queensland ,ABC North Queensland ,local_northqld
location:6532:ajana,6532,6532,wheatbelt,50005,Ajana,Western Australia,82,58,727.8242,4,Ajana,Ajana 6532,,114.690782,-27.87723568,Mid West & Wheatbelt ,ABC Mid West & Wheatbelt ,local_wheatbelt
location:7216:akaroa,7216,7216,northtas,60008,Akaroa,Tasmania,108,132,5.4632,6,Akaroa,Akaroa 7216,,148.3338658,-41.2931085,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:2546:akolele,2546,2546,southeastnsw,10023,Akolele,New South Wales,84,169,5.9502,3,Akolele,Akolele 2546,,150.0760527,-36.34809064,South East NSW ,ABC South East NSW ,local_southeastnsw
location:4820:alabama-hill,4820,4820,northqld,30019,Alabama Hill,Queensland,55,120,0.7843,3,Alabama Hill,Alabama Hill 4820,,146.2483929,-20.08226211,North Queensland ,ABC North Queensland ,local_northqld
location:810:alawa,810,810,darwin,70003,Alawa,Northern Territory,776,2122,1.2399,24,Alawa,Alawa 810,,130.8732018,-12.37954403,Darwin,ABC Radio Darwin,local_darwin
location:5311:alawoona,5311,5311,riverland,40005,Alawoona,South Australia,28,34,201.456,2,Alawoona,Alawoona 5311,,140.4658768,-34.74590336,Riverland,ABC Riverland,local_riverland
location:3424:albacutya,3424,3424,wimmera,20015,Albacutya,Victoria,0,0,98.5194,2,Albacutya,Albacutya 3424,,141.965053,-35.73962661,Wimmera ,ABC Wimmera ,local_westernvic
location:3021:albanvale,3021,3021,melbourne,20016,Albanvale,Victoria,1949,5495,1.8634,55,Albanvale,Albanvale 3021,,144.7686574,-37.74597886,Melbourne,ABC Radio Melbourne,local_melbourne
location:6330:albany,6330,6330,greatsouthern,50006,Albany,Western Australia,793,1297,1.804,43,Albany,Albany 6330,,117.8834349,-35.02559127,Great Southern,ABC Great Southern,local_greatsouthern
location:4035:albany-creek,4035,4035,brisbane,30020,Albany Creek,Queensland,5824,15782,9.6238,197,Albany Creek,Albany Creek 4035,,152.9693008,-27.354413,Brisbane,ABC Radio Brisbane,local_brisbane
location:2873:albert,2873,2873,centralwest,10024,Albert,New South Wales,39,83,690.5799,3,Albert,Albert 2873,,147.4768959,-32.38478377,Central West,ABC Central West,local_centralwest
location:3206:albert-park,3206,3206,melbourne,20017,Albert Park (Vic.),Victoria,3072,6208,2.8392,102,Albert Park,Albert Park 3206,,144.9610496,-37.84519432,Melbourne,ABC Radio Melbourne,local_melbourne
location:5014:albert-park,5014,5014,adelaide,40006,Albert Park (SA),South Australia,780,1711,0.9063,23,Albert Park,Albert Park 5014,,138.5215423,-34.87623908,Adelaide,ABC Radio Adelaide,local_adelaide
location:4702:alberta,4702,4702,capricornia,30021,Alberta,Queensland,29,69,385.4344,2,Alberta,Alberta 4702,,149.7671576,-24.30336353,Capricornia,ABC Capricornia,local_capricornia
location:3971:alberton,3971,3971,gippsland,20018,Alberton (Vic.),Victoria,142,262,45.1032,6,Alberton,Alberton 3971,,146.6564796,-38.61895647,Gippsland,ABC Gippsland,local_gippsland
location:4207:alberton,4207,4207,goldcoast,30022,Alberton (Qld),Queensland,206,589,16.1991,8,Alberton,Alberton 4207,,153.2691599,-27.70786539,Gold Coast,ABC Gold Coast,local_goldcoast
location:5014:alberton,5014,5014,adelaide,40007,Alberton (SA),South Australia,947,1815,0.9671,45,Alberton,Alberton 5014,,138.5159833,-34.859076,Adelaide,ABC Radio Adelaide,local_adelaide
location:7263:alberton,7263,7263,northtas,60009,Alberton (Tas.),Tasmania,0,3,32.917,4,Alberton,Alberton 7263,,147.7936223,-41.31345925,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:3971:alberton-west,3971,3971,gippsland,20019,Alberton West,Victoria,40,81,25.0832,3,Alberton West,Alberton West 3971,,146.5770453,-38.60369369,Gippsland,ABC Gippsland,local_gippsland
location:4722:albinia,4722,4722,capricornia,30023,Albinia,Queensland,5,112,1068.0177,1,Albinia,Albinia 4722,,148.3973986,-24.43964721,Capricornia,ABC Capricornia,local_capricornia
location:3020:albion,3020,3020,melbourne,20020,Albion (Vic.),Victoria,2095,4734,2.483,58,Albion,Albion 3020,,144.8161967,-37.77666238,Melbourne,ABC Radio Melbourne,local_melbourne
location:4010:albion,4010,4010,brisbane,30024,Albion (Brisbane - Qld),Queensland,1323,2290,1.3224,50,Albion,Albion 4010,,153.0437709,-27.43288258,Brisbane,ABC Radio Brisbane,local_brisbane
location:4822:albion,4822,4822,northwest,30025,Albion (Richmond - Qld),Queensland,11,16,5538.5648,1,Albion,Albion 4822,,142.6048691,-21.32840094,North West Queensland ,ABC North West Queensland ,local_northwest
location:2527:albion-park,2527,2527,illawarra,10025,Albion Park,New South Wales,4602,13304,9.0984,173,Albion Park,Albion Park 2527,,150.777256,-34.58224656,Illawarra,ABC Illawarra,local_illawarra
location:2527:albion-park-rail,2527,2527,illawarra,10026,Albion Park Rail,New South Wales,2680,6938,7.1682,120,Albion Park Rail,Albion Park Rail 2527,,150.7948825,-34.56184169,Illawarra,ABC Illawarra,local_illawarra
location:2640:albury,2640,2640,goulburnmurray,10027,Albury,New South Wales,2639,4820,5.6834,115,Albury,Albury 2640,,146.9134691,-36.07375396,Goulburn-Murray ,ABC Goulburn-Murray ,local_goulburnmurray
location:7330:alcomie,7330,7330,northtas,60010,Alcomie,Tasmania,24,58,32.33,2,Alcomie,Alcomie 7330,,145.2125778,-40.9420272,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:2440:aldavilla,2440,2440,midnorthcoast,10028,Aldavilla,New South Wales,272,1232,15.0762,7,Aldavilla,Aldavilla 2440,,152.7620407,-31.07423428,Mid North Coast ,ABC Mid North Coast ,local_midnorthcoast
location:4051:alderley,4051,4051,brisbane,30026,Alderley,Queensland,2748,6120,2.5499,80,Alderley,Alderley 4051,,153.0009461,-27.42539054,Brisbane,ABC Radio Brisbane,local_brisbane
location:4650:aldershot,4650,4650,widebay,30027,Aldershot,Queensland,277,1140,10.2414,11,Aldershot,Aldershot 4650,,152.6600984,-25.47454809,Wide Bay,ABC Wide Bay,local_widebay
location:6306:aldersyde,6306,6306,greatsouthern,50007,Aldersyde,Western Australia,29,42,389.8405,13,Aldersyde,Aldersyde 6306,,117.268971,-32.31511234,Great Southern,ABC Great Southern,local_greatsouthern
location:5154:aldgate,5154,5154,adelaide,40008,Aldgate,South Australia,1276,3352,8.4056,42,Aldgate,Aldgate 5154,,138.7398535,-35.01690641,Adelaide,ABC Radio Adelaide,local_adelaide
location:5173:aldinga,5173,5173,adelaide,40009,Aldinga,South Australia,298,559,13.332,14,Aldinga,Aldinga 5173,,138.4835717,-35.27062701,Adelaide,ABC Radio Adelaide,local_adelaide
location:5173:aldinga-beach,5173,5173,adelaide,40010,Aldinga Beach,South Australia,4807,10573,13.6684,159,Aldinga Beach,Aldinga Beach 5173,,138.4586477,-35.29327016,Adelaide,ABC Radio Adelaide,local_adelaide
